signal_id,equipment_id,scoring_date,predicted_component_id,failure_probability,model_version,recommended_action_window_days,contributing_fault_codes,signal_status,dismiss_reason,created_at
1010,18,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1011,18,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1012,19,2026-07-08,12,0.0265212013973837,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1013,20,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1014,21,2026-07-08,1,0.0251163546311272,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1015,21,2026-07-08,9,0.0251163546311272,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1016,21,2026-07-08,10,0.0251163546311272,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1017,21,2026-07-08,12,0.0251163546311272,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1018,22,2026-07-08,6,0.0239834973265035,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1019,22,2026-07-08,12,0.0247537092395904,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1020,23,2026-07-08,8,0.0239834973265035,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1021,23,2026-07-08,12,0.0239834973265035,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1022,24,2026-07-08,3,0.0370066918040937,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1023,25,2026-07-08,2,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1024,25,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1025,26,2026-07-08,1,0.0239834973265035,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1026,26,2026-07-08,4,0.0239834973265035,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1027,26,2026-07-08,5,0.0266922072847628,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1028,27,2026-07-08,6,0.1182228556537702,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1029,27,2026-07-08,9,0.026518564197786,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1030,30,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1031,31,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1032,32,2026-07-08,4,0.039775207200067,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1033,33,2026-07-08,1,0.0252819848741303,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1034,34,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1035,35,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1036,35,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1037,36,2026-07-08,6,0.026518564197786,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1038,37,2026-07-08,2,0.0255193551324127,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1039,37,2026-07-08,6,0.0258995202570617,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1040,37,2026-07-08,12,0.0255193551324127,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1041,38,2026-07-08,5,0.0254484265252157,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1042,38,2026-07-08,7,0.1120723008887778,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1043,39,2026-07-08,1,0.0646228932695051,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1044,39,2026-07-08,10,0.0239834973265035,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1045,39,2026-07-08,12,0.0239834973265035,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1046,40,2026-07-08,1,0.0329389962069285,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1047,40,2026-07-08,4,0.0314267500182869,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1048,41,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1049,41,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1050,41,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1051,42,2026-07-08,6,0.0239834973265035,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1052,43,2026-07-08,2,0.0255193551324127,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1053,43,2026-07-08,4,0.0255193551324127,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1054,44,2026-07-08,3,0.0256628645452871,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1055,44,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1056,45,2026-07-08,3,0.0256628645452871,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1057,45,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1058,45,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1059,48,2026-07-08,11,0.0239834973265035,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1060,49,2026-07-08,2,0.027116884768115,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1061,49,2026-07-08,10,0.027116884768115,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1062,50,2026-07-08,1,0.0239834973265035,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1063,51,2026-07-08,3,0.024735387842401,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1064,51,2026-07-08,5,0.0247762420117123,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1065,51,2026-07-08,6,0.0258324751570487,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1066,51,2026-07-08,8,0.0258324751570487,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1067,51,2026-07-08,9,0.024735387842401,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1068,52,2026-07-08,9,0.0410909167995174,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1069,53,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1070,54,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1071,55,2026-07-08,3,0.0240231402268853,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1072,55,2026-07-08,9,0.0239834973265035,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1073,57,2026-07-08,2,0.0253975451256841,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1074,58,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1075,59,2026-07-08,8,0.0241484600764454,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1076,61,2026-07-08,4,0.0458100115403812,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1077,62,2026-07-08,3,0.0437819852836588,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1078,62,2026-07-08,7,0.0361969275335533,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1079,62,2026-07-08,10,0.0237693751501166,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1080,64,2026-07-08,2,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1081,64,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1082,64,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1083,64,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1084,64,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1085,65,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1086,68,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1087,68,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1088,68,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1089,70,2026-07-08,6,0.0266411145274452,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1090,70,2026-07-08,9,0.0264043728682035,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1091,70,2026-07-08,10,0.0266411145274452,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1092,70,2026-07-08,11,0.0266411145274452,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1093,71,2026-07-08,10,0.0237693751501166,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1094,71,2026-07-08,11,0.0237693751501166,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1095,72,2026-07-08,9,0.025437919249155,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1096,74,2026-07-08,4,0.0239834973265035,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1097,74,2026-07-08,5,0.0239834973265035,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1098,74,2026-07-08,7,0.0239834973265035,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1099,74,2026-07-08,8,0.0239834973265035,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1100,74,2026-07-08,9,0.0239834973265035,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1101,75,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1102,75,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1103,76,2026-07-08,5,0.0239283040649463,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1104,77,2026-07-08,5,0.0258462452936694,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1105,77,2026-07-08,11,0.0258462452936694,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1106,78,2026-07-08,6,0.0239834973265035,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1107,78,2026-07-08,9,0.0239834973265035,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1108,79,2026-07-08,3,0.0262298844978117,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1109,79,2026-07-08,4,0.0251163546311272,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1110,79,2026-07-08,5,0.0251163546311272,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1111,79,2026-07-08,9,0.0251163546311272,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1112,82,2026-07-08,1,0.0248535053605728,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1113,82,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1114,82,2026-07-08,8,0.0372993351642276,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1115,82,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1116,83,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1117,83,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1118,84,2026-07-08,12,0.0239834973265035,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1119,85,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1120,85,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1121,86,2026-07-08,1,0.027116884768115,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1122,87,2026-07-08,6,0.0225734996235392,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1123,87,2026-07-08,7,0.0225734996235392,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1124,87,2026-07-08,11,0.0225734996235392,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1125,87,2026-07-08,12,0.0225734996235392,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1126,88,2026-07-08,5,0.0266411145274452,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1127,88,2026-07-08,8,0.0266411145274452,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1128,88,2026-07-08,9,0.0266411145274452,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1129,88,2026-07-08,10,0.0266411145274452,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1130,91,2026-07-08,6,0.027116884768115,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1131,92,2026-07-08,4,0.0360937643098805,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1132,93,2026-07-08,2,0.0237693751501166,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1133,94,2026-07-08,7,0.0239834973265035,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1134,95,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1135,96,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1136,98,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1137,99,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1138,100,2026-07-08,4,0.0239834973265035,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1139,100,2026-07-08,10,0.0239834973265035,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1140,100,2026-07-08,11,0.0239834973265035,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1141,100,2026-07-08,12,0.0239834973265035,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1142,101,2026-07-08,9,0.027116884768115,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1143,102,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1144,102,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1145,103,2026-07-08,1,0.0261199912599305,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1146,106,2026-07-08,3,0.0258462452936694,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1147,106,2026-07-08,8,0.0406030134167693,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1148,107,2026-07-08,1,0.0239316301624411,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1149,108,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1150,108,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1151,110,2026-07-08,1,0.0241484600764454,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1152,110,2026-07-08,10,0.0241484600764454,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1153,111,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1154,112,2026-07-08,4,0.0262760553894897,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1155,112,2026-07-08,11,0.0262760553894897,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1156,113,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1157,113,2026-07-08,8,0.0256628645452871,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1158,113,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1159,114,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1160,115,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1161,115,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1162,116,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1163,117,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1164,117,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1165,118,2026-07-08,8,0.0239834973265035,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1166,120,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1167,120,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1168,120,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1169,122,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1170,124,2026-07-08,10,0.0241484600764454,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1171,125,2026-07-08,4,0.0244166985284649,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1172,125,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1173,125,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1174,125,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1175,127,2026-07-08,2,0.0273362455839285,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1176,127,2026-07-08,5,0.0273362455839285,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1177,127,2026-07-08,6,0.0281411700774562,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1178,128,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1179,131,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1180,131,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1181,132,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1182,133,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1183,133,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1184,133,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1185,133,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1186,134,2026-07-08,4,0.0244166985284649,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1187,134,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1188,135,2026-07-08,4,0.0244166985284649,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1189,135,2026-07-08,5,0.0244166985284649,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1190,135,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1191,136,2026-07-08,2,0.0255000206129042,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1192,136,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1193,136,2026-07-08,8,0.026738999601926,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1194,136,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1195,137,2026-07-08,4,0.024573713043003,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1196,138,2026-07-08,6,0.0237693751501166,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1197,138,2026-07-08,7,0.0380973267217408,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1198,138,2026-07-08,12,0.0237693751501166,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1199,139,2026-07-08,5,0.0239834973265035,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1200,139,2026-07-08,6,0.0239834973265035,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1201,140,2026-07-08,3,0.0253975451256841,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1202,141,2026-07-08,12,0.0266411145274452,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1203,143,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1204,144,2026-07-08,12,0.0361969275335533,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1205,146,2026-07-08,2,0.0239834973265035,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1206,146,2026-07-08,4,0.0239834973265035,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1207,146,2026-07-08,6,0.0250480925856547,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1208,146,2026-07-08,7,0.0239834973265035,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1209,146,2026-07-08,8,0.0239834973265035,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1210,146,2026-07-08,10,0.0239834973265035,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1211,147,2026-07-08,3,0.0240734864788073,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1212,147,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1213,147,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1214,147,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1215,148,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1216,148,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1217,148,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1218,149,2026-07-08,10,0.0294016687406416,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1219,150,2026-07-08,12,0.0294016687406416,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1220,152,2026-07-08,5,0.0239834973265035,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
1221,153,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1222,157,2026-07-08,3,0.0239834973265035,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1223,157,2026-07-08,9,0.0239834973265035,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1224,157,2026-07-08,10,0.0239834973265035,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1225,158,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1226,158,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1227,159,2026-07-08,2,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1228,160,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1229,161,2026-07-08,4,0.0255193551324127,gbt-v1,10,,New,,2026-07-09T07:52:46.189851+00:00
1230,161,2026-07-08,6,0.0255193551324127,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1231,162,2026-07-08,2,0.0238895103019818,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1232,162,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1233,162,2026-07-08,8,0.0244166985284649,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1234,162,2026-07-08,11,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1235,162,2026-07-08,12,0.0244166985284649,gbt-v1,8,,New,,2026-07-09T07:52:46.189851+00:00
1236,164,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1237,165,2026-07-08,1,0.024573713043003,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1238,165,2026-07-08,9,0.024573713043003,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1239,166,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1240,166,2026-07-08,10,0.0244166985284649,gbt-v1,20,,New,,2026-07-09T07:52:46.189851+00:00
1241,169,2026-07-08,7,0.0244166985284649,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1242,170,2026-07-08,1,0.0244166985284649,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1243,170,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1244,171,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1245,171,2026-07-08,6,0.0244166985284649,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1246,171,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1247,172,2026-07-08,8,0.0267192676884672,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1248,173,2026-07-08,2,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1249,173,2026-07-08,3,0.0244166985284649,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1250,174,2026-07-08,6,0.0266411145274452,gbt-v1,15,,New,,2026-07-09T07:52:46.189851+00:00
1251,175,2026-07-08,2,0.0244166985284649,gbt-v1,11,,New,,2026-07-09T07:52:46.189851+00:00
1252,176,2026-07-08,8,0.027116884768115,gbt-v1,27,,New,,2026-07-09T07:52:46.189851+00:00
1253,177,2026-07-08,9,0.0244166985284649,gbt-v1,24,,New,,2026-07-09T07:52:46.189851+00:00
1254,178,2026-07-08,3,0.0799380283070666,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1255,178,2026-07-08,7,0.0248879273098632,gbt-v1,32,,New,,2026-07-09T07:52:46.189851+00:00
1256,180,2026-07-08,1,0.024573713043003,gbt-v1,14,,New,,2026-07-09T07:52:46.189851+00:00
1257,180,2026-07-08,3,0.024573713043003,gbt-v1,19,,New,,2026-07-09T07:52:46.189851+00:00
1258,180,2026-07-08,5,0.024573713043003,gbt-v1,7,,New,,2026-07-09T07:52:46.189851+00:00
