work_order_id,equipment_id,customer_id,technician_id,maintenance_type,priority,source_signal_id,scheduled_date,actual_start,actual_completion,downtime_hours,sla_target_hours,labor_hours,total_cost,warranty_flag,status,root_cause,follow_up_required
539,30,1,16,Preventive,Routine,,2025-06-24,2025-06-24 09:43:06.680433,2025-06-24 13:49:06.680433,4.1,6,2.2,248688.0,False,Completed,,False
540,30,1,24,Preventive,Routine,,2025-10-06,2025-10-06 08:14:25.945027,2025-10-06 15:56:25.945027,7.7,6,4.7,143346.0,False,Completed,,False
541,30,1,16,Preventive,Routine,,2026-01-19,2026-01-19 10:12:55.103753,2026-01-19 19:06:55.103753,8.9,6,5.4,290304.0,False,Completed,,False
542,30,1,20,Inspection,Routine,,2026-05-08,2026-05-08 13:18:14.008095,2026-05-08 15:18:14.008095,2.0,6,1.3,96108.0,False,Completed,,False
543,31,1,12,Preventive,Routine,,2023-11-01,2023-11-01 13:54:11.082033,2023-11-02 01:24:11.082033,11.5,6,5.0,128352.0,False,Completed,,False
544,31,1,4,Corrective,Routine,,2024-02-16,2024-02-16 09:34:57.847782,2024-02-16 23:22:57.847782,13.8,6,7.3,378654.0,True,Completed,Overheating due to blocked cooling path,False
545,31,1,16,Corrective,Critical,,2024-05-27,2024-05-27 11:18:38.597145,2024-05-29 12:42:38.597145,49.4,6,27.7,122634.0,True,Completed,Fatigue failure,False
546,31,1,20,Preventive,Routine,,2024-09-19,2024-09-19 12:17:33.337147,2024-09-19 22:47:33.337147,10.5,6,7.6,131556.0,True,Completed,,False
547,31,1,16,Preventive,Routine,,2025-01-05,2025-01-05 13:09:12.331796,2025-01-05 17:21:12.331796,4.2,6,2.5,31344.0,True,Completed,,False
548,31,1,24,Preventive,Routine,,2025-04-23,2025-04-23 12:05:35.776374,2025-04-23 22:41:35.776374,10.6,6,6.3,34194.0,False,Completed,,False
549,31,1,8,Corrective,Critical,,2025-08-13,2025-08-13 12:31:31.885726,2025-08-15 17:13:31.885726,52.7,6,27.8,14922.0,True,Completed,Fatigue failure,False
550,31,1,12,Preventive,Routine,,2025-11-13,2025-11-13 09:22:52.681654,2025-11-13 14:10:52.681654,4.8,6,2.9,285522.0,False,Completed,,False
551,31,1,16,Preventive,Routine,,2026-02-26,2026-02-26 10:49:33.319464,2026-02-26 16:07:33.319464,5.3,6,2.8,15666.0,False,Completed,,False
552,31,1,16,Preventive,Routine,,2026-06-13,2026-06-13 12:28:38.768534,2026-06-13 21:52:38.768534,9.4,6,5.0,5232.0,False,Completed,,False
553,32,1,24,Preventive,Routine,,2019-12-22,2019-12-22 10:32:23.752536,2019-12-22 16:02:23.752536,5.5,6,3.1,107832.0,True,Completed,,False
554,32,1,12,Preventive,Routine,,2020-04-23,2020-04-23 12:54:16.555045,2020-04-23 23:48:16.555045,10.9,6,6.3,40008.0,True,Completed,,False
555,32,1,24,Corrective,Critical,,2020-08-03,2020-08-03 09:04:53.372685,2020-08-05 07:16:53.372685,46.2,6,34.1,35550.0,True,Completed,Operator-reported abnormal noise confirmed on inspection,False
556,32,1,12,Inspection,Routine,,2020-11-15,2020-11-15 10:28:53.884888,2020-11-15 14:22:53.884888,3.9,6,2.0,235200.0,False,Completed,,False
557,32,1,16,Preventive,Routine,,2021-03-18,2021-03-18 08:13:08.934553,2021-03-18 14:37:08.934553,6.4,6,3.9,15294.0,False,Completed,,False
558,32,1,24,Inspection,Routine,,2021-07-19,2021-07-19 13:30:51.164588,2021-07-19 17:18:51.164588,3.8,6,2.5,145458.0,False,Completed,,False
559,32,1,12,Preventive,Routine,,2021-11-18,2021-11-18 09:36:09.349639,2021-11-18 21:00:09.349639,11.4,6,6.7,99246.0,False,Completed,,False
560,32,1,12,Corrective,Routine,,2022-02-26,2022-02-26 13:25:03.409874,2022-02-27 06:49:03.409874,17.4,6,7.0,151968.0,False,Completed,Wear beyond tolerance,False
561,32,1,24,Inspection,Routine,,2022-06-06,2022-06-06 11:11:17.627035,2022-06-06 14:05:17.627035,2.9,6,2.1,51792.0,False,Completed,,False
562,32,1,8,Preventive,Routine,,2022-09-24,2022-09-24 11:06:51.325134,2022-09-24 20:42:51.325134,9.6,6,7.1,84498.0,False,Completed,,False
563,32,1,8,Preventive,Routine,,2023-01-26,2023-01-26 13:59:12.960761,2023-01-26 21:05:12.960761,7.1,6,5.0,81270.0,False,Completed,,False
564,32,1,4,Preventive,Routine,,2023-05-28,2023-05-28 09:12:53.980594,2023-05-28 21:00:53.980594,11.8,6,5.6,157644.0,False,Completed,,False
565,32,1,20,Preventive,Routine,,2023-09-15,2023-09-15 10:26:55.521676,2023-09-15 18:56:55.521676,8.5,6,3.6,98688.0,False,Completed,,False
566,32,1,20,Inspection,Routine,,2023-12-27,2023-12-27 08:31:31.063367,2023-12-27 11:37:31.063367,3.1,6,1.3,2400.0,False,Completed,,False
567,32,1,16,Preventive,Routine,,2024-04-21,2024-04-21 10:22:06.456305,2024-04-21 16:34:06.456305,6.2,6,2.8,160104.0,False,Completed,,False
568,32,1,24,Preventive,Routine,,2024-08-07,2024-08-07 13:08:12.616863,2024-08-07 18:50:12.616863,5.7,6,2.7,35370.0,False,Completed,,False
569,32,1,8,Preventive,Routine,,2024-12-02,2024-12-02 08:40:16.525536,2024-12-02 14:28:16.525536,5.8,6,3.7,89586.0,False,Completed,,False
570,32,1,12,Corrective,High,,2025-03-27,2025-03-27 10:11:37.395166,2025-03-28 17:53:37.395166,31.7,6,18.0,192537.0,False,Completed,Overheating due to blocked cooling path,False
571,32,1,8,Corrective,High,,2025-07-15,2025-07-15 09:51:06.387295,2025-07-16 12:09:06.387295,26.3,6,16.6,526704.0,False,Completed,Fatigue failure,False
572,32,1,24,Preventive,Routine,,2025-10-26,2025-10-26 13:55:49.410994,2025-10-26 17:55:49.410994,4.0,6,1.9,115254.0,False,Completed,,False
573,32,1,16,Corrective,High,,2026-02-03,2026-02-03 13:04:20.589411,2026-02-04 08:10:20.589411,19.1,6,13.6,20460.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,True
574,32,1,20,Preventive,Routine,,2026-05-22,2026-05-22 11:26:42.058519,2026-05-22 20:50:42.058519,9.4,6,4.5,194382.0,False,Completed,,False
575,33,1,16,Corrective,High,,2016-02-13,2016-02-13 11:50:29.283535,2016-02-14 15:08:29.283535,27.3,6,15.9,209772.0,True,Completed,Wear beyond tolerance,True
576,33,1,12,Preventive,Routine,,2016-05-04,2016-05-04 11:58:08.852223,2016-05-04 23:46:08.852223,11.8,6,5.0,130290.0,True,Completed,,False
577,33,1,8,Preventive,Routine,,2016-07-20,2016-07-20 13:46:54.384521,2016-07-20 20:46:54.384521,7.0,6,4.6,161454.0,False,Completed,,False
578,33,1,24,Preventive,Routine,,2016-10-03,2016-10-03 09:23:14.722042,2016-10-03 19:41:14.722042,10.3,6,4.9,128106.0,False,Completed,,False
579,33,1,20,Inspection,Routine,,2016-12-21,2016-12-21 12:47:58.753310,2016-12-21 14:35:58.753310,1.8,6,1.1,100632.0,True,Completed,,False
580,33,1,12,Preventive,Routine,,2017-03-01,2017-03-01 13:00:16.137614,2017-03-01 19:24:16.137614,6.4,6,3.7,24606.0,True,Completed,,False
581,33,1,12,Preventive,Routine,,2017-05-25,2017-05-25 10:19:51.370074,2017-05-25 15:25:51.370074,5.1,6,2.1,177306.0,True,Completed,,False
582,33,1,12,Preventive,Routine,,2017-08-13,2017-08-13 12:46:32.396600,2017-08-13 16:46:32.396600,4.0,6,1.8,141684.0,True,Completed,,False
583,33,1,24,Corrective,High,,2017-11-03,2017-11-03 11:30:15.248826,2017-11-04 12:00:15.248826,24.5,6,10.2,45441.0,True,Completed,Wear beyond tolerance,False
584,33,1,16,Preventive,Routine,,2018-01-21,2018-01-21 09:42:06.469828,2018-01-21 21:00:06.469828,11.3,6,6.0,11853.0,False,Completed,,False
585,33,1,12,Corrective,Routine,,2018-04-09,2018-04-09 11:17:08.594077,2018-04-10 06:35:08.594077,19.3,6,10.9,287931.0,False,Completed,Wear beyond tolerance,True
586,33,1,8,Preventive,Routine,,2018-07-03,2018-07-03 13:20:53.236447,2018-07-03 21:08:53.236447,7.8,6,3.8,11628.0,False,Completed,,False
587,33,1,16,Preventive,Routine,,2018-09-12,2018-09-12 09:12:31.000753,2018-09-12 17:12:31.000753,8.0,6,4.9,5670.0,False,Completed,,False
588,33,1,8,Corrective,High,,2018-11-21,2018-11-21 13:31:51.557535,2018-11-22 18:55:51.557535,29.4,6,17.0,108054.0,False,Completed,Contamination in fluid system,False
589,33,1,12,Corrective,High,,2019-02-19,2019-02-19 11:29:43.467607,2019-02-20 10:29:43.467607,23.0,6,13.0,157836.0,False,Completed,Wear beyond tolerance,False
590,33,1,8,Corrective,High,,2019-05-14,2019-05-14 10:41:58.675776,2019-05-15 04:53:58.675776,18.2,6,12.0,10824.0,False,Completed,Fatigue failure,False
591,33,1,4,Preventive,Routine,,2019-07-26,2019-07-26 10:16:22.408209,2019-07-26 15:46:22.408209,5.5,6,2.5,289326.0,False,Completed,,False
592,33,1,20,Corrective,Routine,,2019-10-28,2019-10-28 08:57:41.742032,2019-10-29 01:21:41.742032,16.4,6,7.2,73059.0,False,Completed,Fatigue failure,False
593,33,1,4,Corrective,High,,2020-01-17,2020-01-17 12:55:10.146147,2020-01-18 03:55:10.146147,15.0,6,8.7,71562.0,False,Completed,Wear beyond tolerance,False
594,33,1,20,Corrective,Critical,,2020-04-08,2020-04-08 09:34:49.944530,2020-04-10 16:10:49.944530,54.6,6,40.3,22017.0,False,Completed,Contamination in fluid system,False
595,33,1,4,Corrective,Critical,,2020-07-02,2020-07-02 08:46:40.920797,2020-07-04 14:04:40.920797,53.3,6,33.0,47094.0,False,Completed,Contamination in fluid system,False
596,33,1,4,Inspection,Routine,,2020-09-13,2020-09-13 11:22:24.896504,2020-09-13 14:10:24.896504,2.8,6,1.1,221928.0,False,Completed,,False
597,33,1,8,Corrective,Critical,,2020-11-29,2020-11-29 12:26:34.231349,2020-12-01 02:20:34.231349,37.9,6,24.9,33324.0,False,Completed,Operator-reported abnormal noise confirmed on inspection,False
598,33,1,20,Inspection,Routine,,2021-02-09,2021-02-09 10:12:39.936817,2021-02-09 12:30:39.936817,2.3,6,1.4,5781.0,False,Completed,,False
599,33,1,12,Preventive,Routine,,2021-04-30,2021-04-30 08:54:08.276893,2021-04-30 19:54:08.276893,11.0,6,5.4,13170.0,False,Completed,,False
600,33,1,12,Preventive,Routine,,2021-07-12,2021-07-12 11:11:42.692606,2021-07-12 16:59:42.692606,5.8,6,3.9,175122.0,False,Completed,,False
601,33,1,12,Inspection,Routine,,2021-09-24,2021-09-24 13:37:44.219898,2021-09-24 15:19:44.219898,1.7,6,0.7,26802.0,False,Completed,,False
602,33,1,20,Preventive,Routine,,2021-12-22,2021-12-22 08:57:40.221405,2021-12-22 15:51:40.221405,6.9,6,4.7,12873.0,False,Completed,,False
603,33,1,20,Preventive,Routine,,2022-03-10,2022-03-10 11:52:43.110515,2022-03-10 19:46:43.110515,7.9,6,4.5,21672.0,False,Completed,,False
604,33,1,20,Preventive,Routine,,2022-05-30,2022-05-30 13:37:15.009447,2022-05-30 21:31:15.009447,7.9,6,3.2,9240.0,False,Completed,,False
605,33,1,16,Inspection,Routine,,2022-08-25,2022-08-25 12:34:28.812891,2022-08-25 13:52:28.812891,1.3,6,0.5,117168.0,False,Completed,,False
606,33,1,8,Preventive,Routine,,2022-11-17,2022-11-17 08:52:49.982089,2022-11-17 15:40:49.982089,6.8,6,4.3,62334.0,False,Completed,,False
607,33,1,24,Inspection,Routine,,2023-02-17,2023-02-17 13:28:41.077284,2023-02-17 17:22:41.077284,3.9,6,2.9,19446.0,False,Completed,,False
608,33,1,24,Corrective,High,,2023-05-02,2023-05-02 10:09:16.694199,2023-05-03 00:57:16.694199,14.8,6,10.8,114747.0,False,Completed,Fatigue failure,False
609,33,1,4,Preventive,Routine,,2023-07-12,2023-07-12 09:17:47.095974,2023-07-12 14:23:47.095974,5.1,6,2.2,17154.0,False,Completed,,False
610,33,1,24,Preventive,Routine,,2023-09-30,2023-09-30 13:54:15.457887,2023-09-30 22:12:15.457887,8.3,6,5.9,128514.0,False,Completed,,False
611,33,1,12,Preventive,Routine,,2023-12-18,2023-12-18 09:39:12.205400,2023-12-18 17:03:12.205400,7.4,6,4.8,17394.0,False,Completed,,False
612,33,1,16,Preventive,Routine,,2024-03-12,2024-03-12 12:34:31.992936,2024-03-12 20:22:31.992936,7.8,6,3.3,5211.0,False,Completed,,False
613,33,1,4,Preventive,Routine,,2024-05-25,2024-05-25 08:17:18.215250,2024-05-25 17:53:18.215250,9.6,6,5.9,72825.0,False,Completed,,False
614,33,1,20,Preventive,Routine,,2024-08-25,2024-08-25 09:45:22.706217,2024-08-25 14:39:22.706217,4.9,6,3.4,10986.0,False,Completed,,False
615,33,1,24,Corrective,High,,2024-11-23,2024-11-23 08:14:12.014249,2024-11-24 20:08:12.014249,35.9,6,25.8,25563.0,False,Completed,Wear beyond tolerance,False
616,33,1,16,Preventive,Routine,,2025-02-06,2025-02-06 09:36:15.832408,2025-02-06 20:18:15.832408,10.7,6,6.3,10824.0,False,Completed,,False
617,33,1,12,Preventive,Routine,,2025-04-28,2025-04-28 13:15:12.839129,2025-04-28 22:45:12.839129,9.5,6,5.4,17388.0,False,Completed,,False
618,33,1,12,Preventive,Routine,,2025-07-09,2025-07-09 10:59:02.727757,2025-07-09 17:05:02.727757,6.1,6,2.9,127974.0,False,Completed,,False
619,33,1,12,Preventive,Routine,,2025-10-06,2025-10-06 10:09:20.059022,2025-10-06 14:45:20.059022,4.6,6,2.6,91326.0,False,Completed,,False
620,33,1,12,Preventive,Routine,,2025-12-16,2025-12-16 09:28:06.500566,2025-12-16 18:58:06.500566,9.5,6,6.1,3036.0,False,Completed,,False
621,33,1,8,Preventive,Routine,,2026-03-15,2026-03-15 10:11:21.373448,2026-03-15 18:35:21.373448,8.4,6,4.0,169326.0,False,Completed,,False
622,33,1,8,Preventive,Routine,,2026-06-16,2026-06-16 13:50:23.736944,2026-06-16 19:26:23.736944,5.6,6,3.5,4506.0,False,Completed,,False
623,34,1,24,Preventive,Routine,,2021-10-08,2021-10-08 13:41:02.736783,2021-10-08 23:23:02.736783,9.7,6,5.7,20862.0,True,Completed,,False
624,34,1,20,Corrective,High,,2022-01-31,2022-01-31 11:13:46.023290,2022-02-01 00:31:46.023290,13.3,6,7.5,49059.0,False,Completed,Fatigue failure,False
625,34,1,16,Preventive,Routine,,2022-05-15,2022-05-15 11:55:23.349751,2022-05-15 21:25:23.349751,9.5,6,7.1,50298.0,False,Completed,,False
626,34,1,12,Corrective,Routine,,2022-08-14,2022-08-14 08:49:30.277650,2022-08-15 03:13:30.277650,18.4,6,7.7,339054.0,False,Completed,Fatigue failure,False
627,34,1,24,Inspection,Routine,,2022-11-24,2022-11-24 08:22:02.379301,2022-11-24 10:52:02.379301,2.5,6,1.6,27990.0,True,Completed,,False
628,34,1,16,Corrective,Routine,,2023-03-05,2023-03-05 13:30:40.854995,2023-03-05 22:30:40.854995,9.0,6,5.3,24666.0,False,Completed,Contamination in fluid system,False
629,34,1,20,Preventive,Routine,,2023-06-21,2023-06-21 11:54:52.707463,2023-06-21 19:18:52.707463,7.4,6,3.2,7188.0,True,Completed,,False
630,34,1,24,Preventive,Routine,,2023-09-24,2023-09-24 09:24:10.578746,2023-09-24 20:06:10.578746,10.7,6,7.3,8610.0,False,Completed,,False
631,34,1,16,Preventive,Routine,,2024-01-13,2024-01-13 08:30:10.883086,2024-01-13 13:06:10.883086,4.6,6,2.6,17340.0,False,Completed,,False
632,34,1,24,Corrective,Critical,,2024-04-23,2024-04-23 10:23:51.583481,2024-04-24 13:23:51.583481,27.0,6,19.3,23937.0,False,Completed,Wear beyond tolerance,False
633,34,1,12,Preventive,Routine,,2024-08-07,2024-08-07 13:48:25.480472,2024-08-07 21:24:25.480472,7.6,6,3.5,19326.0,False,Completed,,False
634,34,1,12,Preventive,Routine,,2024-11-14,2024-11-14 10:37:04.483524,2024-11-14 18:01:04.483524,7.4,6,3.3,15072.0,False,Completed,,False
635,34,1,20,Inspection,Routine,,2025-02-25,2025-02-25 09:45:49.576475,2025-02-25 12:27:49.576475,2.7,6,1.3,70914.0,False,Completed,,False
636,34,1,20,Preventive,Routine,,2025-06-19,2025-06-19 10:55:12.891508,2025-06-19 19:07:12.891508,8.2,6,5.6,2376.0,False,Completed,,False
637,34,1,24,Corrective,Critical,,2025-09-26,2025-09-26 09:18:05.924555,2025-09-27 15:54:05.924555,30.6,6,17.7,184788.0,False,Completed,Fatigue failure,False
638,34,1,20,Corrective,High,,2026-01-11,2026-01-11 11:18:26.334944,2026-01-12 08:36:26.334944,21.3,6,13.8,279504.0,False,Completed,Wear beyond tolerance,False
639,34,1,8,Preventive,Routine,,2026-05-02,2026-05-02 12:24:43.858139,2026-05-02 17:42:43.858139,5.3,6,3.2,1659.0,False,Completed,,False
640,35,2,14,Preventive,Routine,,2026-01-06,2026-01-06 11:21:47.970159,2026-01-06 18:51:47.970159,7.5,6,3.5,15450.0,True,Completed,,False
641,35,2,22,Preventive,Routine,,2026-04-28,2026-04-28 08:27:02.849308,2026-04-28 17:03:02.849308,8.6,6,4.1,289443.0,False,Completed,,False
642,36,2,2,Preventive,Routine,,2017-12-10,2017-12-10 10:23:00.700409,2017-12-10 21:35:00.700409,11.2,6,7.7,224826.0,False,Completed,,False
643,36,2,22,Preventive,Routine,,2018-03-14,2018-03-14 12:04:23.819797,2018-03-14 22:46:23.819797,10.7,6,7.3,53754.0,False,Completed,,False
644,36,2,6,Preventive,Routine,,2018-06-29,2018-06-29 13:51:53.072368,2018-06-29 19:45:53.072368,5.9,6,3.6,31428.0,False,Completed,,False
645,36,2,22,Corrective,Routine,,2018-09-29,2018-09-29 12:03:56.608106,2018-09-29 23:45:56.608106,11.7,6,7.1,270774.0,True,Completed,Wear beyond tolerance,False
646,36,2,14,Preventive,Routine,,2019-01-11,2019-01-11 11:15:28.673858,2019-01-11 18:03:28.673858,6.8,6,3.0,1908.0,True,Completed,,False
647,36,2,14,Preventive,Routine,,2019-05-06,2019-05-06 10:48:57.198878,2019-05-06 16:30:57.198878,5.7,6,3.5,200700.0,False,Completed,,False
648,36,2,6,Corrective,High,,2019-08-16,2019-08-16 13:15:43.551481,2019-08-17 11:39:43.551481,22.4,6,12.6,45132.0,True,Completed,Contamination in fluid system,False
649,36,2,18,Corrective,High,,2019-11-16,2019-11-16 13:33:19.313426,2019-11-17 03:45:19.313426,14.2,6,6.4,240324.0,False,Completed,Fatigue failure,False
650,36,2,14,Preventive,Routine,,2020-02-21,2020-02-21 11:57:56.069421,2020-02-21 16:03:56.069421,4.1,6,2.5,167346.0,False,Completed,,False
651,36,2,10,Corrective,Routine,,2020-05-26,2020-05-26 08:54:14.711465,2020-05-26 22:18:14.711465,13.4,6,5.5,79992.0,False,Completed,Fatigue failure,False
652,36,2,6,Corrective,Routine,,2020-09-08,2020-09-08 08:54:40.459884,2020-09-08 21:36:40.459884,12.7,6,8.6,16482.0,False,Completed,Contamination in fluid system,False
653,36,2,6,Corrective,Routine,,2020-12-09,2020-12-09 08:58:06.350222,2020-12-10 01:28:06.350222,16.5,6,6.6,288126.0,False,Completed,Fatigue failure,True
654,36,2,18,Preventive,Routine,,2021-03-20,2021-03-20 12:40:49.817592,2021-03-20 20:46:49.817592,8.1,6,3.4,8991.0,False,Completed,,False
655,36,2,18,Preventive,Routine,,2021-07-09,2021-07-09 09:55:32.994320,2021-07-09 15:43:32.994320,5.8,6,2.7,103770.0,False,Completed,,False
656,36,2,6,Corrective,Routine,,2021-10-18,2021-10-18 11:02:46.196701,2021-10-19 01:50:46.196701,14.8,6,7.2,97626.0,False,Completed,Wear beyond tolerance,False
657,36,2,18,Preventive,Routine,,2022-02-05,2022-02-05 08:29:39.467850,2022-02-05 12:35:39.467850,4.1,6,2.4,238578.0,False,Completed,,False
658,36,2,10,Preventive,Routine,,2022-05-28,2022-05-28 09:23:22.578453,2022-05-28 20:35:22.578453,11.2,6,5.9,3000.0,False,Completed,,False
659,36,2,2,Inspection,Routine,,2022-09-12,2022-09-12 12:22:53.352003,2022-09-12 15:52:53.352003,3.5,6,2.3,27546.0,False,Completed,,False
660,36,2,6,Inspection,Routine,,2022-12-16,2022-12-16 09:49:34.170298,2022-12-16 12:55:34.170298,3.1,6,2.2,285396.0,False,Completed,,False
661,36,2,18,Preventive,Routine,,2023-03-17,2023-03-17 10:47:38.143536,2023-03-17 21:59:38.143536,11.2,6,7.6,4389.0,False,Completed,,False
662,36,2,18,Preventive,Routine,,2023-06-30,2023-06-30 13:42:51.082992,2023-06-30 21:42:51.082992,8.0,6,3.6,26754.0,False,Completed,,False
663,36,2,2,Preventive,Routine,,2023-10-18,2023-10-18 08:02:38.344571,2023-10-18 15:32:38.344571,7.5,6,5.5,71670.0,False,Completed,,False
664,36,2,18,Preventive,Routine,,2024-01-18,2024-01-18 08:54:00.200012,2024-01-18 15:18:00.200012,6.4,6,3.9,85518.0,False,Completed,,False
665,36,2,22,Preventive,Routine,,2024-04-30,2024-04-30 13:42:15.838720,2024-04-30 22:06:15.838720,8.4,6,5.4,7584.0,False,Completed,,False
666,36,2,18,Preventive,Routine,,2024-08-06,2024-08-06 12:50:57.358901,2024-08-06 21:20:57.358901,8.5,6,5.3,71634.0,False,Completed,,False
667,36,2,22,Preventive,Routine,,2024-11-06,2024-11-06 08:30:46.744130,2024-11-06 14:30:46.744130,6.0,6,4.2,5544.0,False,Completed,,False
668,36,2,22,Preventive,Routine,,2025-02-18,2025-02-18 09:26:40.127081,2025-02-18 17:14:40.127081,7.8,6,3.2,285576.0,False,Completed,,False
669,36,2,10,Preventive,Routine,,2025-05-23,2025-05-23 10:03:45.138362,2025-05-23 19:57:45.138362,9.9,6,6.9,67020.0,False,Completed,,False
670,36,2,10,Inspection,Routine,,2025-08-30,2025-08-30 13:49:54.756958,2025-08-30 17:31:54.756958,3.7,6,2.5,16980.0,False,Completed,,False
671,36,2,14,Preventive,Routine,,2025-12-17,2025-12-17 10:08:17.711886,2025-12-17 20:20:17.711886,10.2,6,4.5,20646.0,False,Completed,,False
672,36,2,18,Preventive,Routine,,2026-03-21,2026-03-21 13:20:31.084174,2026-03-21 19:38:31.084174,6.3,6,3.1,89478.0,False,Completed,,False
673,36,2,2,Preventive,Routine,,2026-06-19,2026-06-19 10:09:41.724682,2026-06-19 21:21:41.724682,11.2,6,7.9,18978.0,False,Completed,,False
674,37,2,2,Preventive,Routine,,2026-05-27,2026-05-27 09:31:18.367684,2026-05-27 17:19:18.367684,7.8,6,5.0,8196.0,True,Completed,,False
675,38,2,14,Inspection,Routine,,2017-04-28,2017-04-28 13:20:17.935090,2017-04-28 16:08:17.935090,2.8,6,1.7,74862.0,True,Completed,,False
676,38,2,10,Preventive,Routine,,2017-07-09,2017-07-09 10:11:13.265236,2017-07-09 15:11:13.265236,5.0,6,3.4,20220.0,False,Completed,,False
677,38,2,18,Preventive,Routine,,2017-10-08,2017-10-08 13:47:32.655707,2017-10-08 20:53:32.655707,7.1,6,5.3,174063.0,False,Completed,,False
678,38,2,22,Preventive,Routine,,2017-12-23,2017-12-23 12:31:57.368513,2017-12-23 20:49:57.368513,8.3,6,4.1,78885.0,True,Completed,,False
679,38,2,14,Corrective,High,,2018-03-26,2018-03-26 12:13:23.944020,2018-03-27 17:13:23.944020,29.0,6,12.2,319914.0,False,Completed,Overheating due to blocked cooling path,True
680,38,2,10,Preventive,Routine,,2018-06-14,2018-06-14 13:45:43.455106,2018-06-14 21:27:43.455106,7.7,6,3.7,16284.0,False,Completed,,False
681,38,2,22,Preventive,Routine,,2018-09-04,2018-09-04 13:05:28.944609,2018-09-04 22:41:28.944609,9.6,6,5.4,17844.0,True,Completed,,False
682,38,2,6,Inspection,Routine,,2018-11-26,2018-11-26 12:35:53.571908,2018-11-26 14:05:53.571908,1.5,6,0.8,6756.0,True,Completed,,False
683,38,2,6,Preventive,Routine,,2019-02-25,2019-02-25 11:55:05.499779,2019-02-25 19:13:05.499779,7.3,6,3.6,16950.0,False,Completed,,False
684,38,2,18,Preventive,Routine,,2019-05-30,2019-05-30 13:23:50.756528,2019-05-30 19:23:50.756528,6.0,6,3.3,24534.0,False,Completed,,False
685,38,2,2,Corrective,High,,2019-08-15,2019-08-15 10:32:24.778824,2019-08-16 22:02:24.778824,35.5,6,16.0,194400.0,False,Completed,Wear beyond tolerance,False
686,38,2,2,Preventive,Routine,,2019-11-10,2019-11-10 13:06:43.390853,2019-11-10 17:24:43.390853,4.3,6,3.2,17106.0,False,Completed,,False
687,38,2,10,Preventive,Routine,,2020-01-24,2020-01-24 11:43:45.158612,2020-01-24 18:07:45.158612,6.4,6,4.5,8562.0,False,Completed,,False
688,38,2,6,Corrective,Critical,,2020-04-26,2020-04-26 12:20:21.409556,2020-04-28 12:38:21.409556,48.3,6,32.2,23352.0,False,Completed,Wear beyond tolerance,False
689,38,2,2,Preventive,Routine,,2020-07-09,2020-07-09 10:47:55.588195,2020-07-09 16:53:55.588195,6.1,6,4.1,138222.0,False,Completed,,False
690,38,2,22,Preventive,Routine,,2020-10-02,2020-10-02 08:03:20.442150,2020-10-02 18:45:20.442150,10.7,6,7.6,15675.0,False,Completed,,False
691,38,2,2,Preventive,Routine,,2021-01-03,2021-01-03 10:56:21.281567,2021-01-03 15:14:21.281567,4.3,6,2.5,106242.0,False,Completed,,False
692,38,2,14,Preventive,Routine,,2021-03-21,2021-03-21 09:17:35.135947,2021-03-21 18:41:35.135947,9.4,6,4.5,49146.0,False,Completed,,False
693,38,2,22,Corrective,Routine,,2021-06-13,2021-06-13 11:39:20.455593,2021-06-14 02:45:20.455593,15.1,6,7.9,212322.0,False,Completed,Overheating due to blocked cooling path,False
694,38,2,10,Preventive,Routine,,2021-08-26,2021-08-26 12:31:02.925041,2021-08-26 17:37:02.925041,5.1,6,3.8,87438.0,False,Completed,,False
695,38,2,10,Preventive,Routine,,2021-11-26,2021-11-26 11:35:38.030850,2021-11-26 23:05:38.030850,11.5,6,8.6,20016.0,False,Completed,,False
696,38,2,6,Corrective,Routine,,2022-02-28,2022-02-28 09:54:06.516642,2022-03-01 04:30:06.516642,18.6,6,9.3,171819.0,False,Completed,Contamination in fluid system,False
697,38,2,14,Preventive,Routine,,2022-05-16,2022-05-16 10:06:14.401231,2022-05-16 21:54:14.401231,11.8,6,5.5,11934.0,False,Completed,,False
698,38,2,2,Corrective,Critical,,2022-07-26,2022-07-26 12:51:08.645734,2022-07-27 18:21:08.645734,29.5,6,14.9,93540.0,False,Completed,Fatigue failure,False
699,38,2,14,Preventive,Routine,,2022-10-06,2022-10-06 12:46:57.611861,2022-10-06 23:10:57.611861,10.4,6,6.4,8448.0,False,Completed,,False
700,38,2,18,Preventive,Routine,,2022-12-18,2022-12-18 13:35:58.599486,2022-12-18 19:35:58.599486,6.0,6,2.5,189348.0,False,Completed,,False
701,38,2,22,Preventive,Routine,,2023-03-15,2023-03-15 08:32:25.649447,2023-03-15 15:56:25.649447,7.4,6,5.5,73836.0,False,Completed,,False
702,38,2,10,Preventive,Routine,,2023-05-24,2023-05-24 09:11:51.702100,2023-05-24 18:05:51.702100,8.9,6,3.6,2814.0,False,Completed,,False
703,38,2,10,Corrective,Routine,,2023-08-25,2023-08-25 13:51:08.560210,2023-08-25 21:15:08.560210,7.4,6,3.9,88881.0,False,Completed,Overheating due to blocked cooling path,False
704,38,2,14,Corrective,Critical,,2023-11-07,2023-11-07 10:22:43.267591,2023-11-09 11:34:43.267591,49.2,6,26.9,206793.0,False,Completed,Fatigue failure,False
